Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,Standard Units,pChEMBL Value
CHEMBL1502759,CCOc1ncccc1C(=O)OCC(=O)c1ccc(Cl)s1,Potency,50118.7,nM,4.3
CHEMBL1304924,CC(C)COc1ccc2[nH]c3c(c2c1)CCCC3=O,Potency,44668.4,nM,4.35
CHEMBL1317474,O=C(COc1ccc(Cl)cc1)Nc1cccc(S(=O)(=O)NC2=NCCCCC2)c1,Potency,12589.3,nM,4.9
CHEMBL1502760,CCn1c(Cc2ccccc2)nnc1SCc1nc(O)c2ccccc2n1,Potency,10000.0,nM,5.0
CHEMBL1363182,Cc1csc(NC(=O)C2CCN(S(=O)(=O)c3ccc4c(c3)oc(=O)n4C)CC2)n1,Potency,25118.9,nM,4.6
CHEMBL1436603,Cc1cc(=O)oc2c(C)c(OCC(=O)N3CCC(C(=O)O)CC3)ccc12,Potency,22387.2,nM,4.65
CHEMBL1571684,COc1ccccc1-c1cc2nc(C)c(CCC(=O)NCc3ccco3)c(C)n2n1,Potency,2818.4,nM,5.55
CHEMBL1610122,CCOC(=O)c1c(NC(=O)CSc2nnc(-c3cccnc3)o2)sc2c1CCC2,Potency,17782.8,nM,4.75
CHEMBL1502783,O=C(Nc1ccc(Br)cc1F)c1ccncc1,Potency,50118.7,nM,4.3
CHEMBL1454009,Cc1nc(C(=O)N2CCCC(C(=O)c3cccc(OC(C)C)c3)C2)cs1,Potency,19952.6,nM,4.7
CHEMBL1335528,Cc1nc(C)c(-c2nnc(-c3ccc(C(C)(C)C)cc3)o2)cc1C(=O)NN,Potency,2238.7,nM,5.65
CHEMBL1331229,Cc1c(C(=O)Nc2ccc3oc(-c4cccnc4)nc3c2)oc2ccccc12,Potency,631.0,nM,6.2
CHEMBL1402902,Cc1nn(-c2ccccc2)c2nc(-c3ccco3)cc(C(=O)O)c12,Potency,39810.7,nM,4.4
CHEMBL1541904,CC1CCCCC1NC(=S)NC(=O)c1ccccc1Br,Potency,562.3,nM,6.25
CHEMBL1463304,CC(=O)Nc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Sc2nncn2C)cc1,Potency,631.0,nM,6.2
CHEMBL1502721,CCCC(=O)Nc1ccc(NC(=O)c2cccc(OC)c2)nc1,Potency,89125.1,nM,4.05
CHEMBL1541977,COc1ccc(-c2ncncc2-c2csc(C)n2)c(O)c1,Potency,79432.8,nM,4.1
CHEMBL1335614,CS(=O)(=O)c1ccc(NC(=O)CCN2C(=O)NC3(CCCC3)C2=O)cc1,Potency,631.0,nM,6.2
CHEMBL1450979,CCc1ccc(S(=O)(=O)Nc2ccc(-c3nc4cccnc4s3)cc2)s1,Potency,89125.1,nM,4.05
CHEMBL1571544,Cc1ccc(-n2nnnc2CNC(=O)c2ccc(F)cc2)cc1C,Potency,354.8,nM,6.45
CHEMBL1385802,CC(NC(=O)c1ccc(N2CCCC2=O)cc1)c1ccccc1,Potency,5011.9,nM,5.3
CHEMBL1345922,NC(=O)c1ccsc1NC(=O)C1CCCCC1,Potency,1000.0,nM,6.0
CHEMBL1489472,CC(C)CC(=O)NC(=S)N1CCCCCC1,Potency,2238.7,nM,5.65
CHEMBL1454459,CCCCC(=O)Nc1ccc(C(=O)Nc2cccnc2)cc1,Potency,2511.9,nM,5.6
CHEMBL1397479,CC(C)(C)c1ccc(OCC(=O)N(Cc2ccco2)Cc2ccccc2F)cc1,Potency,100000.0,nM,4.0
CHEMBL1581440,CSCCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccco1)C2,Potency,1258.9,nM,5.9
CHEMBL1521155,O=C(O)C(=O)O.c1ccc(-c2ccccc2OCCN2CCCCC2)cc1,Potency,8912.5,nM,5.05
CHEMBL1481880,COc1ccc(C(=O)NC2CCC(O)CC2)cc1S(=O)(=O)NCc1ccc(Cl)cc1,Potency,8912.5,nM,5.05
CHEMBL1425137,CC(C)(C)C(=O)C(Cl)C(=O)Nc1ccccc1,Potency,44668.4,nM,4.35
CHEMBL1542697,O=C(NCC1(N2CCCCC2)CCCCC1)c1cccc(C(F)(F)F)c1,Potency,707.9,nM,6.15
CHEMBL1482469,COC(=O)CCC(=O)OC1(C)C(=O)C=C2C=C(C3CC3)N(C3CCCCC3)C=C2C1=O,Potency,39810.7,nM,4.4
CHEMBL1464255,CCc1cc(Br)ccc1NC(=O)C1CCCO1,Potency,4466.8,nM,5.35
CHEMBL1403419,COc1ccc(C(=O)NC2=C(C#N)CCC2)cc1OC,Potency,7079.5,nM,5.15
CHEMBL1521168,Cc1cnc(C(=O)OCC(=O)N2CCc3ccccc3C2)cn1,Potency,501.2,nM,6.3
CHEMBL1323751,CCC(C)(C)NC(=O)CN(Cc1ccc2c(c1)OCO2)C(=O)CCC(=O)Nc1nccs1,Potency,28183.8,nM,4.55
CHEMBL1513406,Cc1cccc(NC(=O)CSc2nc3ccc(NC(=O)COc4ccccc4F)cc3s2)c1,Potency,112201.8,nM,3.95
CHEMBL1363567,COc1cc(/C=C2\C(=O)N(CCC#N)N=C2C)c(Br)cc1OC(C)C,Potency,5011.9,nM,5.3
CHEMBL1425238,CCCCCCCSc1nc(N)cc(O)n1,Potency,1000.0,nM,6.0
CHEMBL1305690,Cn1c(=O)oc2cc(S(=O)(=O)NCCN3CCN(c4ccccc4F)CC3)ccc21,Potency,707.9,nM,6.15
CHEMBL1415515,COC(=O)Cc1c(C)nc2nc(Cc3ccccc3)nn2c1O,Potency,707.9,nM,6.15
CHEMBL1305726,CCCc1cc(O)nc(SCC(=O)N(C)CC(=O)Nc2ccc(C)cc2)n1,Potency,1412.5,nM,5.85
CHEMBL1355695,COc1ccccc1OCC(=O)N(Cc1cccs1)C1CCS(=O)(=O)C1,Potency,100000.0,nM,4.0
CHEMBL1542710,COc1ccc(OCc2cc(C(=O)N3CCCCCCC3)no2)c(Cl)c1,Potency,50118.7,nM,4.3
CHEMBL1598859,CC(=O)Nc1ccc(CN2CCCCCC2)cc1,Potency,1000.0,nM,6.0
CHEMBL1363707,Cc1cccc(OCCCCn2nnc3sc4c(c3c2=O)CCC(C)C4)c1,Potency,56234.1,nM,4.25
CHEMBL1415598,CCOC(=O)c1sc(NC(=O)c2ccc(Br)o2)cc1C,Potency,3162.3,nM,5.5
CHEMBL454060,CC(C)(O)[C@H](O)COc1c2ccoc2cc2oc(=O)ccc12,Potency,44668.4,nM,4.35
CHEMBL1305752,Cn1cnnc1SCC(=O)Nc1ccc2nc(SCc3ccccc3Cl)sc2c1,Potency,35481.3,nM,4.45
CHEMBL1355953,O=c1c2ccccc2nc(/C=C/c2ccccc2F)n1-c1cccc(O)c1,Potency,562.3,nM,6.25
CHEMBL1490361,CCCc1nc2c(o1)CC(CC(C)SCC)CC2=O,Potency,79432.8,nM,4.1
CHEMBL1495813,CS(=O)(=O)N1CCc2cc(C(=O)Nc3ccc(Cl)cc3)ccc21,Potency,89125.1,nM,4.05
CHEMBL1472709,CCOc1c(Cl)cc(/C=C/C(=O)N(CC)CC(=O)Nc2ccc(NC(C)=O)cc2)cc1OC,Potency,1258.9,nM,5.9
CHEMBL1446048,Cc1cc(C)cc(NC(=O)c2cc(C)nc3c2c(C)nn3-c2ccccc2)c1,Potency,3162.3,nM,5.5
CHEMBL1350864,CCn1c(=O)c(C(=O)Nc2ncccc2O)c(O)c2ccccc21,Potency,2238.7,nM,5.65
CHEMBL1352077,COC(=O)Nc1ccc(S(=O)(=O)N2CCCCC2C(=O)O)cc1,Potency,707.9,nM,6.15
CHEMBL1394180,CN(CC(=O)NCc1ccccn1)S(=O)(=O)c1cc(Cl)ccc1Cl,Potency,3548.1,nM,5.45
CHEMBL1509911,CCn1cc(C(=O)Nc2ccc(OC)c(S(=O)(=O)N3CCCCC3)c2)c(=O)c2ccc(C)nc21,Potency,7079.5,nM,5.15
CHEMBL1553038,Cc1ccc(N2CCn3c2nc2c3c(=O)n(CCCc3ccccc3)c(=O)n2C)cc1,Potency,100000.0,nM,4.0
CHEMBL1508768,CC(=O)Oc1cccc(C2C3=C(O)CC(C)(C)CC3=Nc3ccccc3N2C(C)=O)c1,Potency,1778.3,nM,5.75
CHEMBL1469433,CC(C)CN(C(=O)COC(=O)c1ccc2c(c1)NC(=O)CS2)C1CCS(=O)(=O)C1,Potency,112201.8,nM,3.95
CHEMBL1430325,CCCCSc1nc(N)c(C#N)c(-c2cccs2)c1C#N,Potency,1778.3,nM,5.75
CHEMBL1586501,Cc1ccc(CNc2cc(C(=O)O)ccc2C)s1,Potency,1000.0,nM,6.0
CHEMBL1446010,O=C(N1CCN(c2ccccc2F)CC1)C12CC3CC(CC(C3)C1)C2,Potency,39810.7,nM,4.4
CHEMBL1312119,Cc1ccc2sc(NC(=O)CN3C(=O)CCC3=O)nc2c1C,Potency,56234.1,nM,4.25
CHEMBL1468164,C=C(C)Cn1c(=O)n(CC2CS2)c2ccccc21,Potency,8912.5,nM,5.05
CHEMBL1583946,Cc1cccc(COCC(Cc2ccccc2)N2CCN(C(=O)c3ccc(C(F)(F)F)cc3)CCC2=O)c1,Potency,14125.4,nM,4.85
CHEMBL1535090,O=S(=O)(O)c1nc2ccccc2n1Cc1ccc(Cl)cc1,Potency,5011.9,nM,5.3
CHEMBL1522857,O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)Nc1ccccc1F,Potency,79432.8,nM,4.1
CHEMBL1573858,CCOc1ccc(OCCOc2ncnc3ccccc23)cc1,Potency,70794.6,nM,4.15
CHEMBL1600486,C#CCOc1ccccc1CNc1ccccc1,Potency,56234.1,nM,4.25
CHEMBL3212263,CS(=O)(=O)Oc1ccc(/C=N/NC(=O)c2ccncc2)cc1,Potency,3548.1,nM,5.45
CHEMBL1561926,Cc1ccc(CNCC2CCCO2)s1.Cl,Potency,707.9,nM,6.15
CHEMBL1515679,CCN1CCN(Cc2nnc(-c3ccccc3)o2)CC1,Potency,44668.4,nM,4.35
CHEMBL1612596,NC(=O)c1nc(Nc2ccccc2)sc1NC(=O)c1ccccc1Br,Potency,63095.7,nM,4.2
CHEMBL1434993,CC(C)c1ccc2[nH]c3c(c2c1)[C@@H]1CCN2C(=O)CCC[C@H](C3)[C@H]12,Potency,316.2,nM,6.5
CHEMBL1417422,CCSc1nc(O)c(C2OC(=O)c3c2ccc(OC)c3OC)c(=O)n1-c1ccccc1,Potency,631.0,nM,6.2
CHEMBL1318019,COc1ccc(N2CCN(S(=O)(=O)CCNC(=O)/C=C/c3ccc4c(c3)OCO4)CC2)cc1,Potency,89125.1,nM,4.05
CHEMBL1412274,O=C(NCc1ccccn1)[C@@H]1C[C@H]1[C@@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,Potency,112201.8,nM,3.95
CHEMBL1388805,O=C(NCC(=O)N(c1ccccc1F)C(C(=O)NCC1CCCO1)c1ccccc1)c1cccs1,Potency,1258.9,nM,5.9
CHEMBL1330082,COC(=O)CNC(=O)C(Cc1ccccc1)NS(=O)(=O)c1ccc2c(c1)c(=O)n(C)c(=O)n2C,Potency,1412.5,nM,5.85
CHEMBL1326116,O=C(Cn1c(=O)c(=O)n(Cc2ccccc2)c2ccc(Cl)cc21)Nc1cccc(F)c1,Potency,63095.7,nM,4.2
CHEMBL1467572,CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)N1CCOCC1,Potency,112201.8,nM,3.95
CHEMBL1395947,Cc1ccc(OCCn2c(COc3ccc(Cl)cc3)nc3ccccc32)cc1,Potency,89125.1,nM,4.05
CHEMBL1417958,CCOc1ccc(-c2nonc2NC(=O)c2oc3ccc(CC)cc3c2C)cc1,Potency,2818.4,nM,5.55
CHEMBL1349220,CCc1nnc(NC(=O)CSc2nccn2-c2ccccc2)s1,Potency,4466.8,nM,5.35
CHEMBL1444827,CCOC(=O)c1c(C)oc2nc(C)nc(NCC3CCN(Cc4ccc(Cl)cc4)CC3)c12,Potency,4466.8,nM,5.35
CHEMBL1535439,COc1ccc(C)cc1Nc1n[n+](-c2ccccc2)c(-c2cc(OC)c(OC)cc2Br)s1.[Cl-],Potency,89125.1,nM,4.05
CHEMBL3211088,CC/C(=N\CCN1CCNCC1)C1=C(O)CC(C)(C)CC1=O,Potency,5011.9,nM,5.3
CHEMBL3211149,Cc1cccc(NC(=O)C23CCC(C)(/C(=N/O)C2)C3(C)C)c1,Potency,56234.1,nM,4.25
CHEMBL1405727,Cc1cnc(C(=O)Nc2ccccc2-n2cccc2)cn1,Potency,100000.0,nM,4.0
CHEMBL1378391,Cc1onc(-c2ccccc2)c1C(=O)Nc1ccncc1,Potency,631.0,nM,6.2
CHEMBL1506853,CC(C)C(NCc1c(Cl)cccc1Cl)C(=O)O,Potency,50118.7,nM,4.3
CHEMBL1405633,Cc1cc(C)n2nc(-c3ccc(Br)cc3)cc2n1,Potency,2511.9,nM,5.6
CHEMBL1326062,COc1ccc(N2C(=O)CC(N3CCN(c4ccc(S(=O)(=O)N5CCCC5)cc4)CC3)C2=O)cc1,Potency,562.3,nM,6.25
CHEMBL1395870,CC(=O)OC(C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](OC(C)=O)CC[C@]4(C)C3=CC[C@]12C,Potency,25118.9,nM,4.6
CHEMBL1467599,CCOCCCNC(=O)c1cc2c(=O)n3cccc(C)c3nc2n1C,Potency,6309.6,nM,5.2
CHEMBL1349133,Cc1ccccc1OCC(O)CN(CCO)Cc1ccccc1.Cl,Potency,56234.1,nM,4.25
CHEMBL1326050,CCOc1ccc(-c2nnn(CC(=O)c3ccc4c(c3)OCCO4)n2)cc1,Potency,631.0,nM,6.2
CHEMBL1496316,CCC(CC)C(=O)Nc1nnc(CCc2ccccc2)s1,Potency,28183.8,nM,4.55
CHEMBL3192446,CN(C)c1ccc(/C=N/N2CCN(Cc3ccccc3Cl)CC2)cc1,Potency,12589.3,nM,4.9
CHEMBL1467600,C=CCSc1nc(N)c2c(C)c(C)sc2n1,Potency,79.4,nM,7.1
CHEMBL1326073,O=C(Cn1c(SCCOc2ccccc2Cl)nc2ccccc21)N1CCOCC1,Potency,707.9,nM,6.15
CHEMBL1389661,CCN(CC)CC(O)COCCC12CC3CC(CC(C3)C1)C2.Cl,Potency,28183.8,nM,4.55
CHEMBL1515897,O=C(COc1ccccc1F)Nc1nnc(S(=O)(=O)N2CCCCCC2)s1,Potency,100000.0,nM,4.0
CHEMBL1484791,Cc1onc(-c2ccccc2)c1CNC(=O)C1COc2ccccc2O1,Potency,89125.1,nM,4.05
CHEMBL1398076,COc1ccc(NS(=O)(=O)c2cccc(C(=O)NCc3ccccn3)c2)cc1,Potency,631.0,nM,6.2
CHEMBL1496909,COc1ccccc1Cc1nc2ccccc2nc1SCC(=O)N1CCN(c2ccccc2)CC1,Potency,631.0,nM,6.2
CHEMBL1457468,CCc1cccc(NC(=S)N(CCCN2CCOCC2)C(C)c2cc3cccc(OC)c3o2)c1,Potency,100000.0,nM,4.0
CHEMBL1372989,c1ccc2c(c1)CC1(CCCC1)n1nnnc1-2,Potency,3981.1,nM,5.4
CHEMBL1585287,COc1ccc(OC)c(C2CC(=O)NC(SC)=C2C#N)c1,Potency,707.9,nM,6.15
CHEMBL3190639,C=C(C)C1CC=C(C)/C(=N/NC(=O)c2ccc(NC(=O)CCC)cc2)C1,Potency,631.0,nM,6.2
CHEMBL1345036,COc1cc(OC)c(C(=O)COc2ncnc3ccccc23)c(OC)c1,Potency,354.8,nM,6.45
CHEMBL1454073,CCC(CC)C(=O)N1c2ccccc2C(C)(c2ccccc2)CC1(C)C,Potency,100000.0,nM,4.0
CHEMBL1345068,CC1CC(C)CN(S(=O)(=O)c2cccc3nonc23)C1,Potency,44668.4,nM,4.35
CHEMBL1463424,COc1cc(C(=O)Nc2cnc(NC(=O)C(C)C)cc2C)cc(OC)c1OC,Potency,39810.7,nM,4.4
CHEMBL1520447,CC(C)n1nc(C(=O)NCCc2ccc(S(N)(=O)=O)cc2)c2ccccc2c1=O,Potency,35481.3,nM,4.45
CHEMBL1532798,O=C(COC(=O)c1cccs1)NC1CCCCC1,Potency,28183.8,nM,4.55
CHEMBL1402708,Cc1cc(Cl)ccc1NC(=O)CSc1nnc(Cc2cccs2)n1Cc1ccco1,Potency,3162.3,nM,5.5
CHEMBL1606046,CCCOc1ccc(C(=O)Nc2ccc(NC(=O)c3ccccc3)c(Br)c2)cc1,Potency,631.0,nM,6.2
CHEMBL1532682,COc1cccc(C2c3c(oc4ccc(Cl)cc4c3=O)C(=O)N2c2cc(C)on2)c1OC,Potency,631.0,nM,6.2
CHEMBL1335512,CCc1ccc(NC(=O)c2sc(-n3nc(C)c(Cc4ccc5c(c4)OCO5)c3C)nc2C)cc1,Potency,112201.8,nM,3.95
CHEMBL1493436,CCOP(=S)(OCC)SCOC(=O)NCC(=O)OC,Potency,56234.1,nM,4.25
CHEMBL1541900,CC(=O)c1c(O)cc2n(c1=O)-c1ccc(Cl)cc1C2(C)C,Potency,22387.2,nM,4.65
CHEMBL1610230,Cc1cccc(OCC(=O)Nc2ccc3oc(-c4ccccc4F)nc3c2)c1,Potency,70794.6,nM,4.15
CHEMBL3195954,COc1cccc(/C=N/Nc2nc(N3CCCC3)nc(N3CCCC3)n2)c1O,Potency,44668.4,nM,4.35
CHEMBL1440905,CC(=O)c1cc(F)c(N2CCCC2)cc1C,Potency,112201.8,nM,3.95
CHEMBL1434389,Fc1cccc(CNc2ncnc3ccc(-c4ccoc4)cc23)c1,Potency,631.0,nM,6.2
CHEMBL1527615,CC1(C)CC(=O)C2=C(C1)N(CCN1CCOCC1)C1=C(C(=O)CC(C)(C)C1)C2c1cccc(F)c1,Potency,89125.1,nM,4.05
CHEMBL1374039,O=C(CSc1nccn1-c1ccccc1)NCc1ccc2c(c1)OCO2,Potency,707.9,nM,6.15
CHEMBL1558464,O=C1/C(=C/c2ccc(F)cc2)SC(=S)N1Nc1ncc(C(F)(F)F)cc1Cl,Potency,707.9,nM,6.15
CHEMBL1413522,Fc1ccccc1N1CCN(c2nc3ccccc3c3nc(-c4ccccc4)nn23)CC1,Potency,707.9,nM,6.15
CHEMBL1334054,COc1ccc(Cl)cc1NC(=O)NCC1CCN(Cc2ccccc2F)CC1,Potency,4466.8,nM,5.35
CHEMBL3210972,CCCCCC(=O)N/N=C(\C)c1ccc(NC(=O)c2ccco2)cc1,Potency,5011.9,nM,5.3
CHEMBL1383210,COc1ccc(NC(=O)COc2ccc(C(=O)c3ccc(F)cc3)cc2)cc1S(N)(=O)=O,Potency,631.0,nM,6.2
CHEMBL1413443,CC1CCCN(C(C(=O)Nc2ccc3c(c2)OCCO3)c2ccccc2)C1,Potency,50118.7,nM,4.3
CHEMBL1413457,COc1ccccc1N(C)S(=O)(=O)c1ccc(C)c(C(=O)Nc2nccs2)c1,Potency,4466.8,nM,5.35
CHEMBL1461633,COc1ccc(/C=C2/CC/C(=C\c3ccc(OC)c(OC)c3OC)C2=O)c(OC)c1OC,Potency,44668.4,nM,4.35
CHEMBL1383145,O=C(NC1CCCC1)C(c1ccc(Cl)cc1)N(C(=O)c1csnn1)C1CC1,Potency,5011.9,nM,5.3
CHEMBL1480117,O=C(NC1CCOc2ccccc21)c1ccc(O)nc1,Potency,1122.0,nM,5.95
CHEMBL1570037,O=C(Nc1ccc(F)cc1F)c1cc(Cl)sc1Cl,Potency,112201.8,nM,3.95
CHEMBL1413573,CCOC(=O)N1CCC(NC(=O)CCC(=O)N2CC(C)Oc3ccccc32)CC1,Potency,31622.8,nM,4.5
CHEMBL1592688,COc1ccc(-n2nc3c(N4CCCC(C(=O)NCCc5ccccc5C)C4)nnc(C)c3c2C)cc1,Potency,100000.0,nM,4.0
CHEMBL1579030,COc1ccc(C2CC(c3ccccc3)=NN2C(=O)COC(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc2Cl)cc1,Potency,316.2,nM,6.5
CHEMBL1570172,O=C(Cn1ncc2ccccc21)N1CCc2ccccc21,Potency,3548.1,nM,5.45
CHEMBL1401602,CN(C)S(=O)(=O)N1CCC(Oc2cccc(C(=O)NCCC3=CCCCC3)c2)CC1,Potency,631.0,nM,6.2
CHEMBL1501256,CCC(=O)Nc1ccc(-c2csc(NNC(C)=O)n2)cc1,Potency,3548.1,nM,5.45
CHEMBL3197688,C/C(=N\Nc1ncc(Cl)cc1Cl)c1ccc(S(=O)(=O)NCc2ccco2)cc1,Potency,631.0,nM,6.2
CHEMBL1355171,COc1ccc(NC(=O)COCc2cc(-c3ccco3)on2)cc1Cl,Potency,89125.1,nM,4.05
CHEMBL1501211,CC1(C)CCCN(C(=O)N2c3ccccc3Sc3ccccc32)C1,Potency,10000.0,nM,5.0
CHEMBL1334057,Cc1cc(Cl)ccc1NC(=O)c1ccc2c(c1)CCN2S(C)(=O)=O,Potency,3548.1,nM,5.45
CHEMBL1608552,O=S(=O)(NCCc1cn2ccccc2n1)c1ccc2c(c1)OCCO2,Potency,707.9,nM,6.15
CHEMBL1397104,CCOC(=O)c1sc(NC(=O)c2nc3nc(C)cc(C(F)F)n3n2)c(C(=O)OC)c1C,Potency,89125.1,nM,4.05
CHEMBL1553956,CSc1nnc2c(n1)OC(c1cccc(O)c1Cl)Nc1ccccc1-2,Potency,100000.0,nM,4.0
CHEMBL1502014,O=C(c1ccccc1)c1c2c(cc3sc4ccccc4[n+]13)-c1cccc3cccc-2c13.[Br-],Potency,891.3,nM,6.05
CHEMBL1575672,c1ccc(Cn2ncc3ccccc32)cc1,Potency,2818.4,nM,5.55
CHEMBL1438654,Cn1c(SCC(=O)NC2CCCCC2)nnc1-c1ccncc1,Potency,1258.9,nM,5.9
CHEMBL1419835,Cc1nnc(SCc2cnc(-c3ccccc3)o2)nc1O,Potency,39810.7,nM,4.4
CHEMBL1605395,O=C(COc1ccccc1Cl)Nc1nc(-c2cccs2)cs1,Potency,100000.0,nM,4.0
CHEMBL1448532,COc1cccc(NC(=O)CN(C)C(=O)CCCNC(=O)c2ccc(Cl)cc2)c1,Potency,100000.0,nM,4.0
CHEMBL1398997,Fc1ccc(NC2=NCCCCC2)cc1,Potency,10000.0,nM,5.0
CHEMBL1409622,COc1ccc2oc(C(=O)NCCC(C)C)c(C)c2c1,Potency,10000.0,nM,5.0
CHEMBL1410019,O=C(NCCCN1CCCC1)c1ccc(Cn2c(=S)[nH]c3ccc(Br)cc3c2=O)cc1,Potency,100000.0,nM,4.0
CHEMBL1448856,Fc1ccccc1CSc1ncnc2c1oc1ccccc12,Potency,6309.6,nM,5.2
CHEMBL1340326,COc1ccc(C(=O)N2CCN(c3ccc(C)cc3)CC2)cc1OC,Potency,35481.3,nM,4.45
CHEMBL1603712,Cn1c(SCC(=O)Nc2ccccc2)nc2ccccc2c1=O,Potency,2818.4,nM,5.55
CHEMBL1473142,Cc1oc(-c2ccc(Cl)cc2)nc1Cn1c(=O)cc(C)c2c(C)nn(-c3cccc(F)c3)c21,Potency,5011.9,nM,5.3
CHEMBL1316791,Fc1cccc(CNc2ncnc3ccc(-c4cccnc4)cc23)c1,Potency,316.2,nM,6.5
CHEMBL1553588,CC(=O)Nc1ccc(S(=O)(=O)NCc2nnnn2-c2ccc(Cl)cc2)cc1,Potency,1258.9,nM,5.9
CHEMBL3209098,CN(/N=C/C=C/c1ccccc1)C1=NS(=O)(=O)c2ccccc21,Potency,35481.3,nM,4.45
CHEMBL1449189,CCN(CC(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1)Cc1ccccc1,Potency,3548.1,nM,5.45
CHEMBL1537508,CN(CCOc1ccccc1)CC(=O)Nc1ccc(Cl)c(S(=O)(=O)N(C)C)c1.O=C(O)C(=O)O,Potency,5011.9,nM,5.3
CHEMBL1300507,COc1ccc(-c2cc(O)c3cc(OC)c(OC)cc3n2)cc1,Potency,89125.1,nM,4.05
CHEMBL1590389,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H](C5(C)OCCO5)[C@@]4(C)CC[C@@H]32)C1,Potency,2818.4,nM,5.55
CHEMBL1438706,O=c1cc(CN2CCN(c3cccc(Cl)c3)CC2)c2cc(O)c(-c3ccccc3)cc2o1,Potency,11220.2,nM,4.95
CHEMBL1488639,CC(NC(=O)C1CCN(C(=O)Nc2ccccc2)CC1)c1ccc(Cl)cc1,Potency,631.0,nM,6.2
CHEMBL1410317,CCC(=O)N1CCc2cc(Br)cc(S(=O)(=O)N3CCC(C(=O)NC(C)C)CC3)c21,Potency,8912.5,nM,5.05
CHEMBL1380302,CC(=O)Oc1ccc(N(c2ccccc2)S(=O)(=O)c2ccc(C)cc2)cc1,Potency,631.0,nM,6.2
CHEMBL1446941,COc1cc(S(=O)(=O)NC2CC(C)(C)NC(C)(C)C2)c(OC)cc1Cl,Potency,1584.9,nM,5.8
CHEMBL1398817,C[C@]12C=CC(=O)C=C1CCC1C3CC[C@](O)(C(=O)CO)[C@@]3(C)CC3OC312,Potency,35481.3,nM,4.45
CHEMBL1457908,COc1ccc(-n2c(N)c(C(=O)NCc3ccco3)c3nc4ccccc4nc32)c(OC)c1,Potency,25118.9,nM,4.6
CHEMBL1477202,COCCn1c(SCC(=O)NCC2CCCO2)nc2c(c1=O)SC(C)C2,Potency,10000.0,nM,5.0
CHEMBL1487297,COc1cccc(N(CC(=O)NC2CCCC2)C(=O)CCC(=O)Nc2cc(C)on2)c1,Potency,3981.1,nM,5.4
CHEMBL1604245,COc1ccc(C(=O)Nc2nc3ccccc3[nH]2)cc1,Potency,3981.1,nM,5.4
CHEMBL1592067,CCOC(=O)c1ccc(NC(=O)c2cccc3c(=O)c4c([nH]c23)CCCC4)cc1,Potency,28183.8,nM,4.55
CHEMBL1408942,O=Cc1cc(CCC(=O)O)ccc1O,Potency,562.3,nM,6.25
CHEMBL1487426,Cc1ccc(-c2nc3ncccc3o2)cc1NC(=O)CC(C)C,Potency,70794.6,nM,4.15
CHEMBL1299511,COc1cccc(C(=O)NC(C)c2ccc(-c3ccccc3)cc2)c1OC,Potency,28183.8,nM,4.55
CHEMBL1605350,Cc1ccc(NCc2nnc(SCC(=O)N(Cc3ccccc3)C(C)(C)C)o2)c(C)c1,Potency,1258.9,nM,5.9
CHEMBL1575629,Cc1cc(O)nc(-c2ccccc2O)n1,Potency,5623.4,nM,5.25
CHEMBL1594695,CC(C)(C)c1nnc2sc(SCCN3C(=O)c4ccccc4C3=O)nn2c1=O,Potency,562.3,nM,6.25
CHEMBL1319380,CCCCNC(=O)C1CCC(CNS(=O)(=O)c2ccc(NC(C)=O)cc2)CC1,Potency,39810.7,nM,4.4
CHEMBL1516925,CCc1ccc(NC(=O)c2cc(C)on2)cc1,Potency,17782.8,nM,4.75
CHEMBL3193385,C(=N/N1CCOCC1)\c1cccs1,Potency,8912.5,nM,5.05
CHEMBL1497664,COc1cc(-c2nnc(SCC#CCO)o2)cc(OC)c1OC,Potency,1584.9,nM,5.8
CHEMBL1434000,COCCCNC(=O)N1CCN(c2nnc(C)c3c(C)n(-c4ccc(Cl)cc4)nc23)CC1,Potency,2238.7,nM,5.65
CHEMBL1516816,CCn1c2ccccc2c2nnc(N3CCN(c4cccc(Cl)c4)CC3)nc21,Potency,631.0,nM,6.2
CHEMBL1604855,CCN(CC(=O)Nc1c(F)cccc1F)C(=O)CCc1nc2cc(S(=O)(=O)N3CCOCC3)ccc2n1C,Potency,112201.8,nM,3.95
CHEMBL1448535,N#C/C=C1\n2c(nc3ccccc32)OC12CCCCC2,Potency,39810.7,nM,4.4
CHEMBL1458216,COc1ccc2nnc(-c3ccc(C(F)(F)F)cc3)n2n1,Potency,50118.7,nM,4.3
CHEMBL519824,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N3C(=O)c4ccccc4C3=O)cc2)n1,Potency,15848.9,nM,4.8
